project_code,project_name,project_type,sector,state_name,district_name,latitude,longitude,total_acreage_ha,num_land_parcels,affected_families,project_cost_cr,private_to_govt_ratio,sc_st_land_percentage,multi_crop_irrigated_percentage,required_consent_percentage,non_owner_to_owner_paf_ratio,circle_rate_disparity_ratio,rr_cost_share_percentage,rural_multiplier_factor,district_litigation_rate,revenue_staff_vacancy_rate,avg_s15_resolution_days,days_since_s11,s11_notification_date,primary_delay_cause,delay_probability,delay_target
PRJ-TRA-BEL-2026-4516,Belagavi Dedicated Freight Railway Corridor (Package 2),Dedicated Freight Railway Corridor,Transport,Karnataka,Belagavi,15.8383,74.4791,695.6,837,2012,5243.5,2.05,6.9,49.6,70,0.45,1.83,16.7,1.75,8.7,35.9,72.0,153,2026-04-20,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.1511,0
PRJ-TRA-BEL-2026-4517,Belagavi National Highway Expressway Corridor (Package 2),National Highway Expressway Corridor,Transport,Karnataka,Belagavi,15.7706,74.4794,804.8,2753,5660,4003.9,2.7,6.9,54.1,70,0.4,2.22,15.0,1.5,8.8,42.2,85.1,401,2025-08-15,Section 19(2) 12-Month Statutory Deadline Proximity,0.9629,1
PRJ-ENE-MYS-2026-4518,Mysuru Ultra Mega Solar Renewable Energy Park (Package 2),Ultra Mega Solar Renewable Energy Park,Energy,Karnataka,Mysuru,12.2277,76.591,1528.6,3711,9052,6404.4,2.81,10.1,25.5,0,0.45,2.3,24.7,1.25,9.9,42.1,80.2,284,2025-12-10,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.4524,0
PRJ-TRA-THA-2026-4519,Thane High-Speed Rail Transit Link (Package 2),High-Speed Rail Transit Link,Transport,Maharashtra,Thane,19.2049,73.0549,272.0,328,699,1742.0,4.61,0.5,19.4,80,0.41,3.18,9.7,1.0,16.7,42.4,81.5,152,2026-04-21,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.9395,1
PRJ-ENE-VAR-2026-4520,Varanasi Ultra Mega Solar Renewable Energy Park (Package 4),Ultra Mega Solar Renewable Energy Park,Energy,Uttar Pradesh,Varanasi,25.2569,82.9627,2690.5,9411,22495,11483.5,3.02,9.7,51.7,70,0.34,2.22,14.5,1.25,15.4,13.2,70.3,335,2025-10-20,Section 19(2) 12-Month Statutory Deadline Proximity,0.9939,1
PRJ-TRA-NAN-2026-4521,Nandurbar High-Speed Rail Transit Link (Package 1),High-Speed Rail Transit Link,Transport,Maharashtra,Nandurbar,21.3748,74.2916,449.9,633,1212,2043.7,2.16,48.1,2.1,80,0.13,1.38,19.9,1.75,5.0,31.7,77.1,287,2025-12-07,Section 41/42 Gram Sabha Consent Impasse,0.6306,1
PRJ-TRA-BEL-2026-4522,Belagavi Dedicated Freight Railway Corridor (Package 1),Dedicated Freight Railway Corridor,Transport,Karnataka,Belagavi,15.8235,74.4184,971.6,2116,5723,5926.4,3.81,6.9,47.7,80,0.31,1.89,16.5,1.5,12.3,43.9,96.3,358,2025-09-27,Section 19(2) 12-Month Statutory Deadline Proximity,0.9775,1
PRJ-WAT-VAR-2026-4523,Varanasi Multi-Purpose Irrigation Dam & Canal (Package 1),Multi-Purpose Irrigation Dam & Canal,Water Resources,Uttar Pradesh,Varanasi,25.3727,83.0204,1314.9,1934,5680,8165.3,3.95,5.4,49.7,0,0.46,1.87,9.8,1.25,14.1,30.2,77.2,401,2025-08-15,Section 19(2) 12-Month Statutory Deadline Proximity,0.948,1
PRJ-ENE-MYS-2026-4524,Mysuru Ultra Mega Solar Renewable Energy Park (Package 1),Ultra Mega Solar Renewable Energy Park,Energy,Karnataka,Mysuru,12.2846,76.5619,467.0,1145,2949,3050.3,2.62,11.9,24.2,70,0.84,2.37,7.6,1.5,8.6,42.6,91.6,61,2026-07-21,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.1455,0
PRJ-TRA-BHA-2026-4525,Bharuch High-Speed Rail Transit Link (Package 1),High-Speed Rail Transit Link,Transport,Gujarat,Bharuch,21.6984,73.0222,489.5,574,880,3944.6,3.33,5.8,35.9,70,0.69,2.57,10.7,1.25,15.4,36.1,87.9,382,2025-09-03,Section 19(2) 12-Month Statutory Deadline Proximity,0.9952,1
PRJ-ENE-BEL-2026-4526,Belagavi Ultra Mega Solar Renewable Energy Park (Package 2),Ultra Mega Solar Renewable Energy Park,Energy,Karnataka,Belagavi,15.892,74.4661,1402.4,2773,6453,6824.9,3.81,15.0,44.0,70,0.57,1.61,16.3,1.5,13.0,16.2,65.5,182,2026-03-22,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.136,0
PRJ-ENE-THA-2026-4527,Thane Ultra Mega Solar Renewable Energy Park (Package 2),Ultra Mega Solar Renewable Energy Park,Energy,Maharashtra,Thane,19.2641,72.9676,1078.1,2243,4972,3593.1,4.78,14.4,14.2,70,0.51,3.3,12.4,1.25,16.4,41.4,87.8,60,2026-07-22,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.7867,1
PRJ-TRA-THA-2026-4528,Thane National Highway Expressway Corridor (Package 1),National Highway Expressway Corridor,Transport,Maharashtra,Thane,19.1417,72.9788,541.0,1059,3181,1465.4,4.66,2.3,21.5,70,0.14,3.12,17.0,1.25,15.4,27.5,85.3,292,2025-12-02,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.8987,1
PRJ-URB-CUT-2026-4529,Cuttack Industrial Mega Smart City Hub (Package 3),Industrial Mega Smart City Hub,Urban Development,Odisha,Cuttack,20.4199,85.8863,1739.3,1933,4698,14048.1,3.6,20.1,22.9,70,0.76,1.98,20.9,1.75,9.9,28.9,80.4,281,2025-12-13,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.3275,0
PRJ-TRA-SAL-2026-4530,Salem High-Speed Rail Transit Link (Package 1),High-Speed Rail Transit Link,Transport,Tamil Nadu,Salem,11.6994,78.1004,361.7,594,1837,1918.1,3.26,7.3,52.8,70,0.05,2.07,9.4,1.25,11.5,14.5,60.8,96,2026-06-16,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.208,0
PRJ-URB-BEL-2026-4531,Belagavi Industrial Mega Smart City Hub (Package 2),Industrial Mega Smart City Hub,Urban Development,Karnataka,Belagavi,15.7954,74.4918,566.3,681,2163,1710.9,1.5,13.1,51.3,80,0.19,1.92,13.3,1.5,11.3,49.4,89.1,240,2026-01-23,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.6629,1
PRJ-WAT-BEL-2026-4532,Belagavi Multi-Purpose Irrigation Dam & Canal (Package 2),Multi-Purpose Irrigation Dam & Canal,Water Resources,Karnataka,Belagavi,15.8509,74.4445,1498.3,4220,5590,10269.4,2.79,10.6,50.0,0,0.41,1.23,9.4,1.5,9.3,45.9,86.5,137,2026-05-06,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.1037,0
PRJ-URB-VAR-2026-4533,Varanasi Industrial Mega Smart City Hub (Package 1),Industrial Mega Smart City Hub,Urban Development,Uttar Pradesh,Varanasi,25.2965,82.9623,1751.5,4712,6063,14336.7,3.91,12.0,44.6,70,0.08,2.12,18.2,1.5,16.3,42.6,83.8,311,2025-11-13,Section 19(2) 12-Month Statutory Deadline Proximity,0.9496,1
PRJ-TRA-MYS-2026-4534,Mysuru High-Speed Rail Transit Link (Package 1),High-Speed Rail Transit Link,Transport,Karnataka,Mysuru,12.31,76.6843,521.2,372,956,1991.2,2.92,11.9,12.0,70,0.68,1.9,17.9,1.25,4.8,40.1,64.2,202,2026-03-02,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.136,0
PRJ-TRA-BHA-2026-4535,Bharuch Dedicated Freight Railway Corridor (Package 1),Dedicated Freight Railway Corridor,Transport,Gujarat,Bharuch,21.7553,73.0012,1272.4,1118,2937,5349.2,3.43,8.3,27.2,80,0.93,2.98,10.4,1.25,12.1,15.0,65.3,35,2026-08-16,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.7052,1
PRJ-TRA-BUR-2026-4536,Burdwan National Highway Expressway Corridor (Package 1),National Highway Expressway Corridor,Transport,West Bengal,Burdwan,23.2829,87.8398,336.4,638,1987,1212.1,2.96,12.1,69.7,80,0.6,1.52,6.1,1.25,7.0,42.4,75.0,364,2025-09-21,Section 19(2) 12-Month Statutory Deadline Proximity,0.9674,1
PRJ-TRA-CUT-2026-4537,Cuttack High-Speed Rail Transit Link (Package 1),High-Speed Rail Transit Link,Transport,Odisha,Cuttack,20.507,85.8926,404.1,617,861,2582.5,2.9,15.7,29.3,80,0.36,1.68,13.2,1.5,13.2,45.0,80.8,285,2025-12-09,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.6403,1
PRJ-TRA-BEN-2026-4538,Bengaluru Urban Dedicated Freight Railway Corridor (Package 1),Dedicated Freight Railway Corridor,Transport,Karnataka,Bengaluru Urban,13.0111,77.5194,1176.6,2229,3942,7781.5,6.09,9.0,8.6,70,0.58,3.1,13.4,1.0,21.8,17.4,92.1,165,2026-04-08,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.8216,1
PRJ-TRA-JHA-2026-4539,Jharsuguda High-Speed Rail Transit Link (Package 4),High-Speed Rail Transit Link,Transport,Odisha,Jharsuguda,21.8575,83.9464,460.4,1105,3276,3284.5,2.67,40.0,9.1,80,0.12,1.84,23.6,1.75,9.8,28.0,74.8,338,2025-10-17,Section 19(2) 12-Month Statutory Deadline Proximity,0.9841,1
PRJ-TRA-BHA-2026-4540,Bharuch High-Speed Rail Transit Link (Package 2),High-Speed Rail Transit Link,Transport,Gujarat,Bharuch,21.7039,72.9213,579.1,538,1645,2111.5,3.55,13.5,29.7,70,0.62,2.52,13.2,1.5,9.0,5.4,61.5,59,2026-07-23,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.0694,0
PRJ-TRA-CHE-2026-4541,Chennai National Highway Expressway Corridor (Package 3),National Highway Expressway Corridor,Transport,Tamil Nadu,Chennai,13.0491,80.2269,757.5,761,1002,5792.0,4.74,8.4,18.8,70,0.05,2.78,17.8,1.25,18.6,30.1,86.8,125,2026-05-18,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.7076,1
PRJ-WAT-CUT-2026-4542,Cuttack Multi-Purpose Irrigation Dam & Canal (Package 3),Multi-Purpose Irrigation Dam & Canal,Water Resources,Odisha,Cuttack,20.4212,85.9182,1077.7,1990,5410,5453.8,2.59,14.2,22.9,0,0.69,1.95,13.0,1.75,11.2,51.0,85.0,446,2025-07-01,Section 19(2) 12-Month Statutory Deadline Proximity,0.9713,1
PRJ-WAT-SAL-2026-4543,Salem Multi-Purpose Irrigation Dam & Canal (Package 3),Multi-Purpose Irrigation Dam & Canal,Water Resources,Tamil Nadu,Salem,11.6003,78.1924,1046.4,2465,4269,3599.4,2.88,13.6,36.5,0,0.13,1.98,16.3,1.25,11.0,50.6,89.2,265,2025-12-29,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.4317,0
PRJ-TRA-VAR-2026-4544,Varanasi Dedicated Freight Railway Corridor (Package 1),Dedicated Freight Railway Corridor,Transport,Uttar Pradesh,Varanasi,25.2508,82.9839,1346.4,4602,9459,9122.5,3.88,15.7,47.4,70,0.15,2.1,23.7,1.75,12.6,5.2,67.1,275,2025-12-19,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.2685,0
PRJ-URB-NAS-2026-4545,Nashik Industrial Mega Smart City Hub (Package 4),Industrial Mega Smart City Hub,Urban Development,Maharashtra,Nashik,20.006,73.8198,931.4,1499,4669,4234.0,4.07,10.5,32.2,80,0.39,2.54,11.4,1.75,16.2,39.4,91.7,81,2026-07-01,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.8412,1
PRJ-WAT-SUN-2026-4546,Sundargarh Multi-Purpose Irrigation Dam & Canal (Package 1),Multi-Purpose Irrigation Dam & Canal,Water Resources,Odisha,Sundargarh,22.0593,83.9563,711.0,1504,2674,2767.3,2.71,50.6,12.7,0,0.51,1.66,22.9,2.0,5.5,30.9,73.4,290,2025-12-04,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.2538,0
PRJ-WAT-CHE-2026-4547,Chennai Multi-Purpose Irrigation Dam & Canal (Package 4),Multi-Purpose Irrigation Dam & Canal,Water Resources,Tamil Nadu,Chennai,13.0766,80.3007,360.3,279,578,1514.2,4.73,2.7,20.4,0,0.37,3.16,25.9,1.0,17.4,12.9,77.1,369,2025-09-16,Section 19(2) 12-Month Statutory Deadline Proximity,0.9936,1
PRJ-URB-VAR-2026-4548,Varanasi Industrial Mega Smart City Hub (Package 1),Industrial Mega Smart City Hub,Urban Development,Uttar Pradesh,Varanasi,25.3257,83.0423,897.3,3056,8862,5300.7,3.66,9.5,62.0,80,0.24,2.21,17.4,1.5,11.0,31.1,73.3,232,2026-01-31,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.8206,1
PRJ-TRA-NOI-2026-4549,Noida Dedicated Freight Railway Corridor (Package 2),Dedicated Freight Railway Corridor,Transport,Uttar Pradesh,Noida,28.5357,77.4079,780.0,1494,3493,2863.7,5.12,5.8,12.3,80,0.3,3.65,16.7,1.0,20.4,8.2,76.4,344,2025-10-11,Section 19(2) 12-Month Statutory Deadline Proximity,0.9984,1
PRJ-URB-AHM-2026-4550,Ahmedabad Industrial Mega Smart City Hub (Package 4),Industrial Mega Smart City Hub,Urban Development,Gujarat,Ahmedabad,23.0105,72.6159,1647.9,2212,7003,8295.1,4.14,9.9,11.4,80,0.61,2.55,17.7,1.0,15.2,23.1,83.1,234,2026-01-29,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.8896,1
PRJ-TRA-SAL-2026-4551,Salem National Highway Expressway Corridor (Package 2),National Highway Expressway Corridor,Transport,Tamil Nadu,Salem,11.6331,78.1619,530.4,1410,4303,1512.2,3.26,4.7,50.7,70,0.42,2.22,12.0,1.75,14.7,48.1,93.5,67,2026-07-15,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.8152,1
PRJ-TRA-KAN-2026-4552,Kanpur National Highway Expressway Corridor (Package 1),National Highway Expressway Corridor,Transport,Uttar Pradesh,Kanpur,26.3781,80.2689,496.6,1227,2834,1324.6,3.15,11.5,25.9,80,0.72,2.47,6.3,1.5,13.9,35.1,100.6,152,2026-04-21,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.8651,1
PRJ-URB-VAR-2026-4553,Varanasi Industrial Mega Smart City Hub (Package 3),Industrial Mega Smart City Hub,Urban Development,Uttar Pradesh,Varanasi,25.2978,82.9397,1938.3,5522,15123,6272.4,5.37,10.8,50.1,70,0.71,2.24,15.7,1.25,15.0,6.4,81.7,270,2025-12-24,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.8922,1
PRJ-WAT-PUR-2026-4554,Purba Medinipur Multi-Purpose Irrigation Dam & Canal (Package 3),Multi-Purpose Irrigation Dam & Canal,Water Resources,West Bengal,Purba Medinipur,21.9355,87.7813,815.9,1627,4654,3148.5,3.06,5.4,63.9,0,0.27,1.59,8.5,1.25,8.4,7.2,53.8,342,2025-10-13,Section 19(2) 12-Month Statutory Deadline Proximity,0.894,1
PRJ-TRA-CUT-2026-4555,Cuttack Dedicated Freight Railway Corridor (Package 3),Dedicated Freight Railway Corridor,Transport,Odisha,Cuttack,20.4888,85.931,927.9,996,1780,5579.8,2.82,15.6,32.7,80,0.76,1.7,7.6,1.5,12.4,50.9,84.5,422,2025-07-25,Section 19(2) 12-Month Statutory Deadline Proximity,0.9871,1
PRJ-ENE-KAN-2026-4556,Kanpur Ultra Mega Solar Renewable Energy Park (Package 1),Ultra Mega Solar Renewable Energy Park,Energy,Uttar Pradesh,Kanpur,26.4346,80.392,1199.7,1755,3305,8516.8,3.0,14.0,20.9,70,0.64,2.08,14.1,1.25,13.3,44.5,90.3,335,2025-10-20,Section 19(2) 12-Month Statutory Deadline Proximity,0.9409,1
PRJ-WAT-HOO-2026-4557,Hooghly Multi-Purpose Irrigation Dam & Canal (Package 4),Multi-Purpose Irrigation Dam & Canal,Water Resources,West Bengal,Hooghly,22.9524,88.3666,1202.6,2165,5183,3376.4,2.82,4.9,66.6,0,0.48,2.01,15.7,1.25,9.3,12.4,76.7,321,2025-11-03,Section 19(2) 12-Month Statutory Deadline Proximity,0.8557,1
PRJ-ENE-KUT-2026-4558,Kutch Ultra Mega Solar Renewable Energy Park (Package 4),Ultra Mega Solar Renewable Energy Park,Energy,Gujarat,Kutch,23.1802,69.6443,1542.2,2871,5790,4183.0,1.11,28.1,2.9,0,0.38,1.24,12.7,2.0,0.8,46.3,73.7,164,2026-04-09,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.0457,0
PRJ-WAT-BEN-2026-4559,Bengaluru Urban Multi-Purpose Irrigation Dam & Canal (Package 4),Multi-Purpose Irrigation Dam & Canal,Water Resources,Karnataka,Bengaluru Urban,12.9309,77.6584,408.4,690,1559,2092.6,4.84,1.7,6.1,0,0.29,3.39,13.4,1.0,23.4,21.0,86.2,74,2026-07-08,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.7589,1
PRJ-ENE-CHE-2026-4560,Chennai Ultra Mega Solar Renewable Energy Park (Package 2),Ultra Mega Solar Renewable Energy Park,Energy,Tamil Nadu,Chennai,13.1591,80.3214,1809.1,3588,8300,5882.1,4.61,4.6,19.0,0,0.13,3.04,15.8,1.25,15.9,34.9,87.1,178,2026-03-26,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.8122,1
PRJ-ENE-BUR-2026-4561,Burdwan Ultra Mega Solar Renewable Energy Park (Package 1),Ultra Mega Solar Renewable Energy Park,Energy,West Bengal,Burdwan,23.1812,87.8102,1565.1,2292,6832,10004.9,2.66,11.1,77.8,70,0.08,1.64,4.6,1.25,9.9,28.2,70.6,27,2026-08-24,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.0635,0
PRJ-TRA-BHA-2026-4562,Bharuch Dedicated Freight Railway Corridor (Package 3),Dedicated Freight Railway Corridor,Transport,Gujarat,Bharuch,21.7644,73.0653,411.2,413,804,1278.3,3.6,13.8,24.6,80,0.6,2.25,14.8,1.5,14.4,6.6,60.2,248,2026-01-15,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.8268,1
PRJ-URB-NAG-2026-4563,Nagpur Industrial Mega Smart City Hub (Package 4),Industrial Mega Smart City Hub,Urban Development,Maharashtra,Nagpur,21.1231,79.1149,691.2,1717,2299,5499.2,3.05,16.2,23.2,80,0.5,2.04,19.0,1.75,8.6,32.7,65.9,28,2026-08-23,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.1488,0
PRJ-ENE-HOO-2026-4564,Hooghly Ultra Mega Solar Renewable Energy Park (Package 1),Ultra Mega Solar Renewable Energy Park,Energy,West Bengal,Hooghly,22.9313,88.3808,1814.7,3306,5667,8098.2,3.15,7.2,63.7,70,0.45,1.87,10.1,1.25,10.4,26.8,68.2,203,2026-03-01,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.4491,0
PRJ-TRA-MYS-2026-4565,Mysuru National Highway Expressway Corridor (Package 2),National Highway Expressway Corridor,Transport,Karnataka,Mysuru,12.3316,76.6643,773.7,1999,4512,6449.7,4.18,1.5,21.3,80,0.87,2.21,15.5,1.5,12.4,33.8,78.1,158,2026-04-15,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.7807,1
PRJ-URB-GAD-2026-4566,Gadchiroli Industrial Mega Smart City Hub (Package 3),Industrial Mega Smart City Hub,Urban Development,Maharashtra,Gadchiroli,20.1833,80.0376,1938.2,4348,13818,9255.2,2.45,45.4,13.3,70,0.25,1.81,27.5,1.75,8.1,30.5,82.4,206,2026-02-26,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.1815,0
PRJ-TRA-PUN-2026-4567,Pune Dedicated Freight Railway Corridor (Package 2),Dedicated Freight Railway Corridor,Transport,Maharashtra,Pune,18.5466,73.8363,469.5,851,1539,1234.2,5.03,6.0,24.6,80,0.35,2.56,13.4,1.25,17.6,22.2,64.2,287,2025-12-07,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.9379,1
PRJ-TRA-SAL-2026-4568,Salem High-Speed Rail Transit Link (Package 3),High-Speed Rail Transit Link,Transport,Tamil Nadu,Salem,11.6133,78.1196,284.2,911,2070,1712.6,3.32,0.5,47.5,70,0.24,1.89,11.7,1.75,13.3,40.9,82.9,444,2025-07-03,Section 19(2) 12-Month Statutory Deadline Proximity,0.9645,1
PRJ-ENE-THA-2026-4569,Thane Ultra Mega Solar Renewable Energy Park (Package 1),Ultra Mega Solar Renewable Energy Park,Energy,Maharashtra,Thane,19.2319,73.0316,1553.7,3890,9189,12324.0,4.65,1.4,15.7,0,0.24,2.45,13.0,1.25,18.1,25.4,94.0,186,2026-03-18,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.6703,1
PRJ-URB-KUT-2026-4570,Kutch Industrial Mega Smart City Hub (Package 1),Industrial Mega Smart City Hub,Urban Development,Gujarat,Kutch,23.2309,69.6109,1387.2,3298,4869,10342.0,2.32,32.6,0.0,70,0.39,1.33,16.0,2.0,7.3,8.0,58.9,407,2025-08-09,Section 19(2) 12-Month Statutory Deadline Proximity,0.6992,1
PRJ-TRA-GAD-2026-4571,Gadchiroli Dedicated Freight Railway Corridor (Package 4),Dedicated Freight Railway Corridor,Transport,Maharashtra,Gadchiroli,20.178,80.0722,1287.0,987,1434,6875.6,1.77,49.7,3.1,70,0.38,1.64,21.0,1.75,7.1,8.2,57.1,230,2026-02-02,Cadastral Boundary Verification & Normal Progress,0.0949,0
PRJ-TRA-BUR-2026-4572,Burdwan Dedicated Freight Railway Corridor (Package 3),Dedicated Freight Railway Corridor,Transport,West Bengal,Burdwan,23.1894,87.8556,390.9,833,1421,1341.7,3.28,5.0,55.3,80,0.34,1.77,10.2,1.25,10.2,11.9,58.0,152,2026-04-21,Section 10 Food Security Multi-Crop Irrigated Land Ceilings,0.4168,0
PRJ-WAT-KUT-2026-4573,Kutch Multi-Purpose Irrigation Dam & Canal (Package 3),Multi-Purpose Irrigation Dam & Canal,Water Resources,Gujarat,Kutch,23.2403,69.6277,1190.6,894,1413,8062.6,1.47,30.1,2.2,0,0.16,1.41,34.5,2.0,3.2,41.9,64.1,51,2026-07-31,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.0245,0
PRJ-ENE-HOO-2026-4574,Hooghly Ultra Mega Solar Renewable Energy Park (Package 1),Ultra Mega Solar Renewable Energy Park,Energy,West Bengal,Hooghly,22.968,88.3082,1242.7,3870,4931,9998.5,3.64,1.3,64.9,0,0.13,1.93,23.5,1.25,11.2,46.0,86.5,42,2026-08-09,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.278,0
PRJ-TRA-MYS-2026-4575,Mysuru Dedicated Freight Railway Corridor (Package 2),Dedicated Freight Railway Corridor,Transport,Karnataka,Mysuru,12.233,76.5875,1263.2,946,2982,3242.5,2.91,4.2,28.7,70,0.8,2.1,15.7,1.5,10.6,12.5,65.7,136,2026-05-07,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.0951,0
PRJ-URB-SUN-2026-4576,Sundargarh Industrial Mega Smart City Hub (Package 2),Industrial Mega Smart City Hub,Urban Development,Odisha,Sundargarh,22.0846,83.9854,2057.4,1541,3087,7746.4,2.64,45.5,11.6,70,0.08,1.86,23.6,2.0,10.2,33.2,87.5,433,2025-07-14,Section 19(2) 12-Month Statutory Deadline Proximity,0.9461,1
PRJ-URB-NAS-2026-4577,Nashik Industrial Mega Smart City Hub (Package 3),Industrial Mega Smart City Hub,Urban Development,Maharashtra,Nashik,19.9227,73.7525,2122.6,1728,4976,16893.3,2.79,10.7,23.5,80,0.72,2.21,4.0,1.75,12.5,34.4,76.1,294,2025-11-30,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.9216,1
PRJ-TRA-CHE-2026-4578,Chennai Dedicated Freight Railway Corridor (Package 4),Dedicated Freight Railway Corridor,Transport,Tamil Nadu,Chennai,13.0845,80.2316,358.0,529,1613,1781.8,4.14,9.3,18.6,80,0.51,2.88,15.9,1.25,15.7,23.2,76.5,362,2025-09-23,Section 19(2) 12-Month Statutory Deadline Proximity,0.9974,1
PRJ-TRA-MYS-2026-4579,Mysuru National Highway Expressway Corridor (Package 2),National Highway Expressway Corridor,Transport,Karnataka,Mysuru,12.3679,76.6352,364.3,258,799,1402.5,2.8,11.8,21.4,70,0.59,1.81,19.8,1.5,5.5,49.4,78.0,456,2025-06-21,Section 19(2) 12-Month Statutory Deadline Proximity,0.9434,1
PRJ-URB-MYS-2026-4580,Mysuru Industrial Mega Smart City Hub (Package 2),Industrial Mega Smart City Hub,Urban Development,Karnataka,Mysuru,12.3245,76.6002,1117.6,2628,8110,5492.2,2.05,8.6,24.5,80,0.51,2.08,10.0,1.25,9.7,20.3,76.1,103,2026-06-09,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.1859,0
PRJ-WAT-BEN-2026-4581,Bengaluru Urban Multi-Purpose Irrigation Dam & Canal (Package 1),Multi-Purpose Irrigation Dam & Canal,Water Resources,Karnataka,Bengaluru Urban,13.0003,77.5262,304.3,680,1790,960.5,5.97,5.6,8.0,0,0.36,3.56,23.6,1.0,22.3,12.6,75.9,22,2026-08-29,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.6743,1
PRJ-WAT-NAG-2026-4582,Nagpur Multi-Purpose Irrigation Dam & Canal (Package 4),Multi-Purpose Irrigation Dam & Canal,Water Resources,Maharashtra,Nagpur,21.0834,79.1506,1039.2,795,2392,7453.1,2.54,17.2,21.3,0,0.6,1.69,7.9,1.25,11.1,32.9,70.1,416,2025-07-31,Section 19(2) 12-Month Statutory Deadline Proximity,0.9222,1
PRJ-URB-PUN-2026-4583,Pune Industrial Mega Smart City Hub (Package 2),Industrial Mega Smart City Hub,Urban Development,Maharashtra,Pune,18.5081,73.9344,487.9,725,1950,2376.3,5.58,1.4,21.8,80,0.39,2.51,14.2,1.25,13.3,10.9,59.1,218,2026-02-14,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.7938,1
PRJ-TRA-PUR-2026-4584,Purba Medinipur National Highway Expressway Corridor (Package 1),National Highway Expressway Corridor,Transport,West Bengal,Purba Medinipur,21.8896,87.7622,689.3,1569,3615,5308.0,3.34,10.7,55.0,70,0.07,1.74,16.8,1.75,16.0,50.0,95.0,138,2026-05-05,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.5186,1
PRJ-ENE-THA-2026-4585,Thane Ultra Mega Solar Renewable Energy Park (Package 1),Ultra Mega Solar Renewable Energy Park,Energy,Maharashtra,Thane,19.209,72.9082,944.0,690,1018,4925.9,4.85,0.5,9.7,70,0.6,2.72,9.9,1.25,12.8,49.3,88.4,141,2026-05-02,High Court Section 64 Valuation Stay (Circle Rate Disparity),0.7153,1
PRJ-TRA-SUN-2026-4586,Sundargarh National Highway Expressway Corridor (Package 4),National Highway Expressway Corridor,Transport,Odisha,Sundargarh,22.1079,83.9932,746.7,906,2318,5784.6,3.48,46.2,15.3,70,0.19,2.02,18.5,1.75,12.0,34.8,84.0,253,2026-01-10,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.3935,0
PRJ-TRA-VAR-2026-4587,Varanasi National Highway Expressway Corridor (Package 4),National Highway Expressway Corridor,Transport,Uttar Pradesh,Varanasi,25.3797,83.0514,706.2,2108,2770,3859.8,3.29,7.0,52.5,80,0.68,2.13,12.6,1.25,11.0,24.5,72.4,194,2026-03-10,Survey Staff Vacancy & Section 15 Objection Disposal Latency,0.7177,1
